"id","name","number_of_review"
"6829875","Private Cozy Suite - East AVL - Near BRP","207"
"26339145","Asheville ""Cabin-Esque"" Getaway - 4 Bdrm's","207"
"13388627","Dog-friendly Downton Annie #3","206"
"29003338","""Birds & Bidets"", 10min DT+ Biltmore, Hot Tub, EV","206"
"40731388","Hip, Atomic Getaway in Downtown Asheville","206"
"32942664","near downtown, pet friendly, fenced yard","205"
"45657700","Mountain Cabin Near Downtown Asheville","205"
"48671276","Luxe Loft-cozy and clean!","205"
"1768955","Furnished Apartment Walk to Downtown","204"
"45285765","Cozy AVL Treehouse – Sleep Among the Trees!","204"
"46049132","East Asheville Neighborhood Charm","204"
"813906334016229973","Cottage with Mountain Views | 10 min to Downtown","204"
"941181143521798221","Zenith | Forest Lux | Hot Tub | Fire Pit, 10 2 DT","204"
"17552287","Family Friendly Apartment in Beautiful North Asheville","203"
"43959810","Beary Relaxing-Cozy Getaway -Pet Friendly","203"
"908463326021223147","West Asheville Private 2 bedroom Getaway","203"
"22792399","Best Location in Asheville Close to Live Music","202"
"27250576","1950s Boutique Bungalow w/ Patio-Walkable West AVL","202"
"31267687","Your Downtown Asheville Pet-Friendly Oasis","202"
"44678188","*NEW* Cozy, Smart Condo| 10 mins to DT, Biltmore","202"
"45286326","Modern and Cozy Mountain 
Getaway","202"
"40024336","6 MIN To Downtown AVL% Discounted Rates","201"
"48623500","Kid Friendly | Play Ground | Neighborhood | King |","200"
"628106526015180657","Cheery W.Asheville-Hot Tub-Porch-Fenced Yard-Pets","200"
"10289755","Apartment with a View","199"
"35613465","The French Broad River Room at River Row Flats","199"
"2477628","Modern Cottage on Chicken Hill, near downtown","198"
"48133895","Cozy Comfortable Asheville Couple's Getaway","198"
"14044072","THE SWEET SPOT- serene hilltop, close to downtown","197"
"19809125","Private Simple Guest Suite close to Downtown","197"
"41153545","Retro Cabin | Cozy Stylish Getaway 10 to AVL","197"
"35317253","The Namaste Room at River Row Flats","196"
"42299384","King Bed | Screened Porch | Back Deck| Fenced Yard","196"
"54260374","Modern, Trendy, Dog Friendly Home in West AVL","196"
"14652591","Cozy, private suite.  Centrally located.","195"
"19787532","Montford  Charmer Walk to Downtown Asheville","195"
"24056179","TheRedHenCottage*HotTub*Asheville*withEVcharger!","195"
"30530457","Stylish luxury downtown condo with parking","195"
"42174393","Cozy bungalow getaway w/firepit 12min to downtown","195"
"671623902125220796","Peaceful Getaway 10 Minutes to Downtown Asheville","195"
"48974282","Whole Renovated Home 10 min to DT AVL, Fenced Yard","194"
"5344892","Peaceful Mountainside Living","193"
"52952113","North AVL Hideout - Close to Downtown and Parkway","193"
"27689813","Family Retreat 10 min DT AVL & Biltmore 4 min Pkwy","192"
"29052301","Five Stars in Five Points","192"
"649917979938769946","Cozy House 2 Bedroom with Hot tub","192"
"3522532","Quiet Luxurious Studio-Guest House (Monthly)","191"
"14632829","Spacious bedroom in the heart of West Asheville","191"
"20441967","The Family Funhouse • HUGE Playground • Views","191"
"39196663","Biltmore Oasis in Asheville.","190"
"1092749013017524888","Kasa | Deluxe Suite in Downtown | Asheville","190"
"6452410","Stay in historic downtown suburb","189"
"15507809","Downtown Retreat in the heart of Asheville","189"
"38298493","Eco-friendly tranquility minutes from downtown","189"
"43412676","Private Pool, Spa, Firepit w/Mountain View!","189"
"53561074","Modern Fenced Yard Close To Biltmore, DT, Pkwy","189"
"13524286","Dog-friendly Downton Annie #1","188"
"35613436","The Harmony Room at River Row Flats","188"
"45937183","Busbee Mountain Vista with Hot Tub and Game Room","188"
"636940096232169939","Designer Home near Biltmore Village, 10 to AVL","188"
"20994289","King Bed Private Bathroom","187"
"26639631","Mt Air Private Apt.","186"
"50999191","Hot Tub, Short Drive To Downtown, 2 Bed, 2 Bath!","186"
"51410351","Cozy Haw Creek Retreat","186"
"52056409","Firefly Cove Guesthouse","186"
"53310825","2 King 1 Queen, Treehouse deck, 10 min to downtown","186"
"39456490","The Loft at Deer Crossing","185"
"53742409","Hot tub, fire pit, King bed, 4 mi to downtown AVL","184"
"1684109","10 Minutes to Downtown  Epic Views!","183"
"52436930","West Asheville Retreat, 4 bd, 3 bath, W/hot-tub,","183"
"18322086","Private Country Bungalow 10-12 minutes to town","182"
"38670161","Luxury condo Unit  #207","182"
"51065737","Charming Downtown 2nd Floor Unit","182"
"13514183","Dog-friendly Downton Annie #2","181"
"36100528","Casita Amelia Asheville Mountains","181"
"35843306","Asheville Mtn. Retreat Cabin with Hot Tub near BRP","180"
"38204389","The Woodland House Mountain Retreat","180"
"34541887","The Mountain Creek Big House","179"
"35314038","Entire house, 6 minutes from down town!","179"
"38260663","Creek-side retreat in the Heart of West Asheville","179"
"47029478","Lofts at Woolworth in downtown Asheville NC! #208","179"
"10524188","Luxury Modern Loft in Historic Central Downtown Building","178"
"31318558","Awesome Fifth Floor Views","178"
"45008963","Malvern Hills Hideaway","178"
"35613495","The Cheers Room at River Row Flats","177"
"40154627","Pet Friendly West AVL Quiet House w/ Large Yard","177"
"43124217","Beautiful serene spot for relaxation & convenience","177"
"53273299","The White Squirrel, Entire Residential Home, Arden","177"
"616888515375292290","The Convenient Cottage/Asheville Abode","177"
"13340576","Spacious, Garden Suite w/ Private Porch","176"
"1027839785701959994","Cozy Garden Studio Apt in West Asheville","176"
"6813265","cozy bedroom in the heart of west asheville","175"
"19870831","Asheville: A Stamp of Approval","175"
"24347730","2 FULL Baths. 2 BRs. Right Downtown. Quiet.","174"
"35227153","Wooded Oasis minutes from i26 and French Broad!","174"
"52794539","3 miles to downtown, fire pit, BBQ grill","174"
"52930950","Hit the trails! Hot Tub! Sauna! Fenced Yard! AVL","174"
"976034","Urban Peace 5 ml from Downtown AVL","173"
"16095359","Garden Wheel House Retreat","173"
"20154151","Montford Oasis, 1 mile from Downtown Grove Arcade!","173"
"26925544","Downtown in a Flash. Relax with Your Family","173"
"30232435","Luxury Downtown Asheville Loft","173"
"33365046","Downtown & RAD within walking distance!","173"
"860118544528692769","Bright & Spacious New Net-Zero Home Near Biltmore","173"
"4846733","Chalet at Winghaven, Sunny Log Home","172"
"33166216","Cozy Modern Downtown Condo with Balcony","172"
"37218560","The Yap house","172"
"47963232","Boutique Condo in the ❤ of Downtown Asheville","172"
"729883698713955634","Walk to Cafés + Luxe Hot Tub!","171"
"12472966","The Guesthouse at Deer Crossing","170"
"12970301","Clean & Spacious Apartment w/Full Kitchen & W/D","170"
"38070440","4BR Private Spacious near Biltmore, DT, & Parkway","170"
"38642094","Private apartment near Blue Ridge Parkway","170"
"45619526","Walk to breweries, coffee, restaurants, bakeries","170"
"633454855694759366","Mountain Modern Asheville Cabin","170"
"5151226","Convenient to Everything! Private","169"
"24885757","EastWest Asheville with Private Entrance","169"
"26595874","Kmart’s Kastle  In Asheville","169"
"33160539","Condo in the Center of Downtown Asheville","169"
"23068704","Solo Traveler's Dream","168"
"28608801","We welcome you back! Near the 
  BRP & Biltmore","168"
"40986908","South Slope View","168"
"53982703","Bright & Tranquil Guest House!","167"
"968770924518536928","Urban Oasis - Woodland Retreat Near Downtown","167"
"981041698709597947","Creekside Cabin","167"
"31260007","South Slope Rooftop Patio","166"
"32939502","Mountain Escape - 10min to DT Asheville","166"
"37974419","Excellent Views & Short Walk to Downtown Asheville","166"
"38825791","Pvt suite purple home mtn view near dwtn","166"
"39199324","Wanderlust Lofts: The Opal, Downtown Urban Retreat","166"
"48100107","Stone's Throw Studio★2 Min Walk to Hip West AVL!","166"
"48778803","Eco Cottage near river. 5 min drive downtown AVL","166"
"20812644","Tranquil Stay for Solo Traveler","165"
"33274843","Cozy Log Cabin Suite in Asheville","165"
"633160111807551765","Luxury Log Cabin | Hot Tub*Kids*Pets*Hiking*Toys","165"
"6760016","Bright, urban chic apt convenient to Avl & Hndvl","164"
"39177450","306 SW Condo Asheville - Historic Art Deco Gem!","164"
"42615531","Asheville Luxury-Game Room_SPA_Sleeps 19_PETS","164"
"47069470","Lofts at Woolworth in downtown Asheville NC! #204","164"
"52232865","Accepting Guests – Spacious 4BR Near AVL Airport","164"
"591347919902153728","Kenilworth Tudor w/full kitchen near Biltmore","164"
"21836696","Asheville 2 Bedroom Condo - Blocks From Downtown","163"
"32328388","Pet-friendly- Fenced yard- Full Kitchen -UN1","163"
"39230227","Beautiful porches made for families and friends.","163"
"15351409","Quiet Haven Tiny House-Hottub-Pets- Asheville Mtns","162"
"18309080","Downtown Inn Asheville, NC #6-King","162"
"23859984","Spacious Garden Level Suite! Walkable to the Best!","162"
"24428641","Enchanting Cottage near Downtown Asheville","162"
"54229794","The Asheville Bungalow: 5 Miles to Downtown!","162"
"45421363","Lofts at Woolworth in downtown Asheville NC! #207","161"
"48700024","The Lil’ Blue Mountain Magic Hut","161"
"699184242751473256","55 S Market St #212 - Downtown Asheville!","161"
"4587394","Urbane Retreat Cabin In town Asheville 90 DAYS","160"
"26454939","Healing & Yoga Home 10min from Dtwn Asheville #2","160"
"48699580","Walkable West Asheville Studio","160"
"49231039","Woodsy Hideaway near Downtown, Parkway, Biltmore","160"
"590004989672538403","Hickory Hilltop Hideaway • Sauna • 15 to AVL","160"
"6970329","Spacious Biltmore Getaway near downtown","159"
"35317276","The Black Balsam Room at River Row Flats","159"
"36317959","Montford Nest Couples Private Retreat Walk to Town","159"
"45883972","Private artistic home 15 min to downtown or UNCA","159"
"45988503","Bent Creek Retreat Bike, Hike & dog friendly","159"
"17774784","Hike Bike Eat Drink Stay 3/2 Bent Creek, hot tub","158"
"21449558","Wild Canary Mountainside Retreat/Hidden Nest","158"
"33160534","Pet Friendly Central Downtown Condo","158"
"973228266529164041","Guest suite in Candler","158"
"943832","Asheville Historic Cottage, Walk To Town","157"
"6056098","Mountain Beauty/City Convenience","157"
"49988605","Cozy Asheville Mtn View Chalet 1 Mi to Downtown","157"
"791273631100844517","Walkable W. AVL *2 Full Baths* Convienent Location","157"
"49713009","Cozy Bear Hideaway - No Cleaning Fee - Firepit","156"
"1011574313403421518","King room with City View at Kimpton!","156"
"6913630","Sparrow Cottage","154"
"12809255","Cheryl's W. Asheville Chalet","154"
"21456384","Haven Under the Oaks in Arden, NC","154"
"24493492","Edwin Place","154"
"30914894","Peaceful, modern retreat with mountain views","154"
"35317377","The Triple Falls Room at River Row Flats","154"
"52887058","Spacious 3BR Dog-Friendly house w/ Fenced Yard!","154"
"718051160607923605","Leo's Place in historic Montford","154"
"907970414270132974","Spacious & Bright New Net-Zero 
Home near Biltmore","154"
"32832815","A beautiful, serene, vacation  spot with views","153"
"50289737","Modern home - Mtn views-4 miles to Downtown AVL","153"
"705668629737875310","Downtown Asheville, NC 2 MI & 5 MI to Biltmore","153"
"998408541452672847","Mountain sunset view 1 mile from downtown","153"
"17395670","Charming Red Roof Home In Tiny Farms","152"
"30533902","Carol's Creek House","152"
"47844976","Elegant + Edgy Loft","152"
"41869751","Velvet Underground Asheville unique music inspired","151"
"49467252","Bent Creek Beauty","151"
"50996046","""Luna"" Your place in amazing West Asheville","151"
"6180513","Dog-friendly Downton Annie #4","150"
"18974593","Minutes to Downtown Asheville! New sunroom!","150"
"42966700","Chic Retreat -Biltmore- Dwtwn - Near Tesla Charg.","150"
"28865830","Enchanted 4BR Cabin & Suite| 15mins to Downtwn AVL","149"
"44665751","Hop, Skip, Jump Studio★2 Min Walk to Hip West AVL!","149"
"53508986","Lovely second floor 1 bedroom downtown","149"
"560708497575441639","Bedroom with private bathroom. 15 min to Asheville","149"
"774545010096556204","Lovely Park Home with Scenic Views","149"
"8895397","Short walk to WAVL.","148"
"31318561","Heart of Downtown Sunrise Balcony Pet Friendly","148"
"42916661","*NEW* Escape to Comfy Condo|10 Min-DT & Biltmore","148"
"43804580","Stylish and comfy- convenient south Asheville","148"
"47331141","Kimono Cottage-homestyle Zen in West AVL","148"
"1393012","HUGE SUITE (king bed) & huge bath-PRIVATE ACCESS","147"
"19412393","Spacious 1/1 near UNCA•2 mi to Downtown•Mtn Views","147"
"28758757","2 bd apt w/ great porch 10 min from town!","147"
"49037064","Mountain House in the Woods close to Everything!","147"
"52608720","Romantic Yurt | Private Sauna | Fire Pit |","147"
"730427233403003806","New | Private | Clean | Walkable WAVL","147"
"621243","The Birdhouse
Sweet suite! Downtown Roof top deck!","146"
"41595531","Historic Moog Music Farmhouse! 5 mins to DT!","146"
"47096192","Lofts at Woolworth in downtown Asheville NC! #203","146"
"53810860","Affordable + Clean Mountain Cottage","146"
"700255410096550243","Downtown Asheville Guest Suite","146"
"1421061","Garden studio next to downtown Asheville","145"
"25212461","Relaxing private suite  Us and Biltmore !","145"
"26802744","All Things Bright & Beautiful Apt  (Newly Built)","145"
"37417990","~5 star Downtown Spacious Retreat at 35 Patton","145"
"52240577","Sunset Retreat | Hideaway","145"
"54119932","The Madera Madre - Made for Asheville Living","145"
"555692461491360686","Sunrise 'N Shine: NEW W Asheville Cozy Studio Apt","145"
"620074697630345326","*NEW*The Rose Cottage|10 mins to DT and Biltmore","145"
"17648416","Private Bungalow Ten Minute Walk to Downtown Asheville","144"
"25577370","West Asheville Artist Sanctuary","144"
"28566916","yoga hOMe retreat","144"
"45773379","Comfortable AVL retreat with hot tub+fireplace!","144"
"577571570724983360","Quiet West AVL suite with city & mountain views","144"
"598540165238320862","White Oak|3 Bed Pad|10min DT,Biltmore,WAVL","144"
"13112074","Sam's Cottage","143"
"29228806","Modern Mountain Escape | Private Fireplace & Views","143"
"41462738","Wanna Stay in AVL's Summer Forest? | Sleeps 8","143"
"53273726","The Perch, off Elk Mountain","143"
"1009696350646566156","Tiny House on the farm, King bed, hot tub, firepit","143"
"14076438","Historic Grove Stone Cottage, EW Grove","142"
"16451105","Urban Nest - Best Location, Comfort and Modern","142"
"22107175","QUIET, COMFY & CLEAN ~ Near Downtown & UNCA!","142"
